"year","zone","timePeriod","gender","count"
"2005","S01002092","Between Mid Points Of Years","All",6
"2005","S01002093","Between Mid Points Of Years","All",5
"2006","S01002109","Between Mid Points Of Years","All",9
"2006","S01002108","Between Mid Points Of Years","All",3
"2006","S01002107","Between Mid Points Of Years","All",4
"2006","S01002106","Between Mid Points Of Years","All",5
"2013","S01002097","Calendar Year","All",2
"2006","S01002105","Between Mid Points Of Years","All",7
"2004","S01002098","Calendar Year","All",3
"2006","S01002104","Between Mid Points Of Years","All",17
"2006","S01002103","Between Mid Points Of Years","All",4
"2008","S01002105","Calendar Year","All",10
"2006","S01002102","Between Mid Points Of Years","All",7
"2011","S01002104","Calendar Year","All",11
"2006","S01002101","Between Mid Points Of Years","All",9
"2006","S01002100","Between Mid Points Of Years","All",8
"2013","S01002096","Calendar Year","All",20
"2006","S01002099","Between Mid Points Of Years","All",8
"2011","S01002092","Calendar Year","All",13
"2006","S01002098","Between Mid Points Of Years","All",7
"2006","S01002097","Between Mid Points Of Years","All",5
"2005","S01002106","Calendar Year","All",4
"2006","S01002096","Between Mid Points Of Years","All",12
"2006","S01002095","Between Mid Points Of Years","All",4
"2006","S01002094","Between Mid Points Of Years","All",4
"2013","S01002095","Calendar Year","All",5
"2006","S01002093","Between Mid Points Of Years","All",2
"2006","S01002102","Calendar Year","All",8
"2006","S01002092","Between Mid Points Of Years","All",9
"2006","S01002091","Between Mid Points Of Years","All",8
"2008","S01002106","Calendar Year","All",1
"2006","S01002090","Between Mid Points Of Years","All",13
"2007","S01002094","Between Mid Points Of Years","All",9
"2005","S01002092","Calendar Year","All",7
"2007","S01002095","Between Mid Points Of Years","All",9
"2013","S01002094","Calendar Year","All",10
"2007","S01002096","Between Mid Points Of Years","All",8
"2007","S01002097","Between Mid Points Of Years","All",5
"2007","S01002098","Between Mid Points Of Years","All",3
"2007","S01002099","Between Mid Points Of Years","All",9
"2007","S01002091","Calendar Year","All",2
"2007","S01002100","Between Mid Points Of Years","All",8
"2013","S01002090","Calendar Year","All",8
"2007","S01002101","Between Mid Points Of Years","All",14
"2007","S01002102","Between Mid Points Of Years","All",5
"2011","S01002091","Calendar Year","All",5
"2007","S01002103","Between Mid Points Of Years","All",4
"2007","S01002104","Between Mid Points Of Years","All",11
"2007","S01002105","Between Mid Points Of Years","All",15
"2008","S01002107","Calendar Year","All",6
"2007","S01002106","Between Mid Points Of Years","All",1
"2013","S01002091","Calendar Year","All",3
"2007","S01002107","Between Mid Points Of Years","All",3
"2004","S01002105","Calendar Year","All",10
"2007","S01002108","Between Mid Points Of Years","All",6
"2007","S01002109","Between Mid Points Of Years","All",6
"2007","S01002090","Between Mid Points Of Years","All",3
"2007","S01002091","Between Mid Points Of Years","All",2
"2007","S01002092","Between Mid Points Of Years","All",11
"2013","S01002092","Calendar Year","All",10
"2007","S01002093","Between Mid Points Of Years","All",1
"2014","S01002109","Between Mid Points Of Years","Male",2
"2013","S01002098","Calendar Year","Male",4
"2014","S01002099","Between Mid Points Of Years","Male",5
"2014","S01002108","Between Mid Points Of Years","Male",3
"2009","S01002093","Calendar Year","Male",1
"2011","S01002095","Calendar Year","Male",1
"2014","S01002107","Between Mid Points Of Years","Male",3
"2007","S01002107","Between Mid Points Of Years","Male",2
"2014","S01002098","Between Mid Points Of Years","Male",2
"2014","S01002106","Between Mid Points Of Years","Male",5
"2005","S01002094","Between Mid Points Of Years","Male",2
"2007","S01002092","Between Mid Points Of Years","Male",5
"2014","S01002105","Between Mid Points Of Years","Male",4
"2002","S01002103","Calendar Year","Male",3
"2014","S01002097","Between Mid Points Of Years","Male",2
"2014","S01002104","Between Mid Points Of Years","Male",4
"2006","S01002091","Between Mid Points Of Years","Male",4
"2005","S01002093","Between Mid Points Of Years","Male",4
"2014","S01002103","Between Mid Points Of Years","Male",4
"2014","S01002096","Between Mid Points Of Years","Male",18
"2004","S01002095","Calendar Year","Male",0
"2008","S01002107","Calendar Year","Male",3
"2008","S01002090","Between Mid Points Of Years","Male",8
"2013","S01002107","Calendar Year","Male",1
"2013","S01002094","Calendar Year","Male",4
"2008","S01002091","Between Mid Points Of Years","Male",2
"2002","S01002102","Calendar Year","Male",3
"2014","S01002095","Between Mid Points Of Years","Male",1
"2008","S01002092","Between Mid Points Of Years","Male",6
"2012","S01002096","Calendar Year","Male",9
"2013","S01002092","Calendar Year","Male",6
"2008","S01002093","Between Mid Points Of Years","Male",4
"2009","S01002092","Calendar Year","Male",2
"2006","S01002104","Calendar Year","Male",5
"2008","S01002094","Between Mid Points Of Years","Male",5
"2007","S01002102","Between Mid Points Of Years","Male",2
"2002","S01002101","Calendar Year","Male",4
"2008","S01002095","Between Mid Points Of Years","Male",5
"2014","S01002094","Between Mid Points Of Years","Male",7
"2005","S01002091","Calendar Year","Male",4
"2008","S01002096","Between Mid Points Of Years","Male",7
"2006","S01002092","Calendar Year","Male",8
"2005","S01002090","Between Mid Points Of Years","Male",7
"2008","S01002097","Between Mid Points Of Years","Male",2
"2014","S01002093","Between Mid Points Of Years","Male",2
"2002","S01002100","Calendar Year","Male",3
"2008","S01002098","Between Mid Points Of Years","Male",2
"2004","S01002102","Calendar Year","Male",3
"2007","S01002091","Calendar Year","Male",1
"2008","S01002099","Between Mid Points Of Years","Male",8
"2007","S01002106","Calendar Year","Male",0
"2006","S01002100","Calendar Year","Male",1
"2008","S01002100","Between Mid Points Of Years","Male",5
"2009","S01002091","Calendar Year","Male",1
"2013","S01002100","Calendar Year","Male",1
"2008","S01002101","Between Mid Points Of Years","Male",5
"2008","S01002100","Calendar Year","Male",6
"2008","S01002108","Calendar Year","Male",3
"2008","S01002102","Between Mid Points Of Years","Male",5
"2008","S01002093","Calendar Year","Male",2
"2002","S01002099","Calendar Year","Male",3
"2008","S01002103","Between Mid Points Of Years","Male",2
"2012","S01002097","Calendar Year","Male",6
"2004","S01002103","Calendar Year","Male",2
"2008","S01002104","Between Mid Points Of Years","Male",6
"2006","S01002090","Between Mid Points Of Years","Male",8
"2011","S01002109","Calendar Year","Male",1
"2008","S01002105","Between Mid Points Of Years","Male",7
"2014","S01002092","Between Mid Points Of Years","Male",7
"2011","S01002090","Calendar Year","Male",4
"2008","S01002106","Between Mid Points Of Years","Male",1
"2005","S01002091","Between Mid Points Of Years","Male",5
"2013","S01002101","Calendar Year","Male",6
"2008","S01002107","Between Mid Points Of Years","Male",2
"2002","S01002098","Calendar Year","Male",5
"2014","S01002091","Between Mid Points Of Years","Male",3
"2008","S01002108","Between Mid Points Of Years","Male",2
"2005","S01002105","Calendar Year","Male",5
"2009","S01002090","Calendar Year","Male",7
"2008","S01002109","Between Mid Points Of Years","Male",4
"2011","S01002092","Calendar Year","Male",4
"2014","S01002090","Between Mid Points Of Years","Male",3
"2009","S01002105","Between Mid Points Of Years","Male",6
"2002","S01002097","Calendar Year","Male",3
"2011","S01002099","Calendar Year","Male",6
"2009","S01002104","Between Mid Points Of Years","Male",6
"2013","S01002108","Calendar Year","Male",3
"2006","S01002091","Calendar Year","Male",2
"2009","S01002103","Between Mid Points Of Years","Male",1
"2013","S01002102","Calendar Year","Male",4
"2005","S01002092","Between Mid Points Of Years","Male",0
"2009","S01002102","Between Mid Points Of Years","Male",10
"2008","S01002109","Calendar Year","Male",3
"2004","S01002109","Between Mid Points Of Years","Male",2
"2009","S01002101","Between Mid Points Of Years","Male",7
"2002","S01002096","Calendar Year","Male",4
"2005","S01002100","Calendar Year","Male",7
"2009","S01002100","Between Mid Points Of Years","Male",7
"2012","S01002098","Calendar Year","Male",3
"2009","S01002109","Calendar Year","Male",1
"2009","S01002099","Between Mid Points Of Years","Male",7
"2003","S01002106","Calendar Year","Male",0
"2011","S01002091","Calendar Year","Male",3
"2009","S01002098","Between Mid Points Of Years","Male",1
"2006","S01002109","Between Mid Points Of Years","Male",4
"2002","S01002095","Calendar Year","Male",4
"2009","S01002097","Between Mid Points Of Years","Male",2
"2004","S01002108","Between Mid Points Of Years","Male",3
"2006","S01002107","Calendar Year","Male",3
"2009","S01002096","Between Mid Points Of Years","Male",9
"2005","S01002092","Calendar Year","Male",3
"2013","S01002097","Calendar Year","Male",1
"2009","S01002095","Between Mid Points Of Years","Male",2
"2011","S01002108","Calendar Year","Male",4
"2007","S01002093","Between Mid Points Of Years","Male",0
"2009","S01002094","Between Mid Points Of Years","Male",3
"2006","S01002099","Calendar Year","Male",3
"2004","S01002107","Between Mid Points Of Years","Male",2
"2009","S01002093","Between Mid Points Of Years","Male",1
"2003","S01002107","Calendar Year","Male",2
"2002","S01002094","Calendar Year","Male",5
"2009","S01002092","Between Mid Points Of Years","Male",1
"2006","S01002108","Between Mid Points Of Years","Male",2
"2006","S01002102","Calendar Year","Male",4
"2009","S01002091","Between Mid Points Of Years","Male",3
"2009","S01002108","Calendar Year","Male",4
"2004","S01002106","Between Mid Points Of Years","Male",1
"2009","S01002090","Between Mid Points Of Years","Male",7
"2005","S01002104","Calendar Year","Male",9
"2008","S01002094","Calendar Year","Male",4
"2009","S01002109","Between Mid Points Of Years","Male",2
"2002","S01002093","Calendar Year","Male",3
"2012","S01002099","Calendar Year","Male",5
"2009","S01002108","Between Mid Points Of Years","Male",6
"2009","S01002105","Calendar Year","Male",8
"2005","S01002108","Calendar Year","Male",1
"2009","S01002107","Between Mid Points Of Years","Male",5
"2003","S01002108","Calendar Year","Male",4
"2006","S01002090","Calendar Year","Male",5
"2009","S01002106","Between Mid Points Of Years","Male",3
"2011","S01002102","Calendar Year","Male",4
"2010","S01002093","Between Mid Points Of Years","Male",0
